timestamp,segment_id,horizon,model,pred,actual,abs_err
2026-01-16T06:00:00,R0081,45,gbm,48.13,46.36,1.77
2026-01-16T06:00:00,R0081,60,gbm,47.03,48.3,1.27
2026-01-16T06:00:00,R0088,15,gbm,59.5,58.94,0.56
2026-01-16T06:00:00,R0088,30,gbm,59.42,59.73,0.31
2026-01-16T06:00:00,R0088,45,gbm,59.22,59.39,0.17
2026-01-16T06:00:00,R0088,60,gbm,58.96,58.71,0.25
2026-01-16T06:00:00,R0114,15,gbm,29.16,29.76,0.6
2026-01-16T06:00:00,R0114,30,gbm,29.01,29.02,0.01
2026-01-16T06:00:00,R0114,45,gbm,28.46,27.87,0.59
2026-01-16T06:00:00,R0114,60,gbm,27.83,27.99,0.16
2026-01-16T06:00:00,R0126,15,gbm,29.46,29.68,0.22
2026-01-16T06:00:00,R0126,30,gbm,29.31,29.36,0.05
2026-01-16T06:00:00,R0126,45,gbm,29.22,27.03,2.19
2026-01-16T06:00:00,R0126,60,gbm,28.73,29.2,0.47
2026-01-16T06:00:00,R0128,15,gbm,39.11,39.96,0.85
2026-01-16T06:00:00,R0128,30,gbm,39.23,38.95,0.28
2026-01-16T06:00:00,R0128,45,gbm,38.84,38.83,0.01
2026-01-16T06:00:00,R0128,60,gbm,38.18,38.99,0.81
2026-01-16T06:00:00,R0131,15,gbm,59.16,57.54,1.62
2026-01-16T06:00:00,R0131,30,gbm,58.87,59.38,0.51
2026-01-16T06:00:00,R0131,45,gbm,58.78,59.71,0.93
2026-01-16T06:00:00,R0131,60,gbm,57.92,58.53,0.61
2026-01-16T06:00:00,R0132,15,gbm,39.53,39.86,0.33
2026-01-16T06:00:00,R0132,30,gbm,39.43,38.39,1.04
2026-01-16T06:00:00,R0132,45,gbm,39.35,39.47,0.12
2026-01-16T06:00:00,R0132,60,gbm,39.1,38.68,0.42
2026-01-16T08:00:00,R0058,15,gbm,43.01,38.78,4.23
2026-01-16T08:00:00,R0058,30,gbm,41.59,43.66,2.07
2026-01-16T08:00:00,R0058,45,gbm,41.02,44.31,3.29
2026-01-16T08:00:00,R0058,60,gbm,42.04,46.56,4.52
2026-01-16T08:00:00,R0070,15,gbm,44.31,44.23,0.08
2026-01-16T08:00:00,R0070,30,gbm,44.39,44.05,0.34
2026-01-16T08:00:00,R0070,45,gbm,43.99,46.45,2.46
2026-01-16T08:00:00,R0070,60,gbm,43.9,45.38,1.48
2026-01-16T08:00:00,R0079,15,gbm,53.26,51.73,1.53
2026-01-16T08:00:00,R0079,30,gbm,53.25,53.32,0.07
2026-01-16T08:00:00,R0079,45,gbm,52.72,56.49,3.77
2026-01-16T08:00:00,R0079,60,gbm,53.2,55.62,2.42
2026-01-16T08:00:00,R0102,15,gbm,43.62,38.11,5.51
2026-01-16T08:00:00,R0102,30,gbm,43.62,45.12,1.5
2026-01-16T08:00:00,R0102,45,gbm,41.86,39.12,2.74
2026-01-16T08:00:00,R0102,60,gbm,43.67,42.6,1.07
2026-01-16T08:00:00,R0117,15,gbm,45.46,44.97,0.49
2026-01-16T08:00:00,R0117,30,gbm,46.24,43.34,2.9
2026-01-16T08:00:00,R0117,45,gbm,45.8,42.86,2.94
2026-01-16T08:00:00,R0117,60,gbm,45.09,45.17,0.08
2026-01-16T08:00:00,R0137,15,gbm,34.91,33.68,1.23
2026-01-16T08:00:00,R0137,30,gbm,33.3,36.97,3.67
2026-01-16T08:00:00,R0137,45,gbm,33.88,34.38,0.5
2026-01-16T08:00:00,R0137,60,gbm,34.07,34.92,0.85
2026-01-16T08:00:00,R0193,15,gbm,36.02,32.87,3.15
2026-01-16T08:00:00,R0193,30,gbm,35.31,35.33,0.02
2026-01-16T08:00:00,R0193,45,gbm,34.53,36.8,2.27
2026-01-16T08:00:00,R0193,60,gbm,35.08,33.74,1.34
2026-01-16T08:00:00,R0218,15,gbm,52.26,53.62,1.36
2026-01-16T08:00:00,R0218,30,gbm,52.05,52.67,0.62
2026-01-16T08:00:00,R0218,45,gbm,50.11,45.85,4.26
2026-01-16T08:00:00,R0218,60,gbm,51.31,52.6,1.29
2026-01-16T10:00:00,R0011,15,gbm,47.03,43.49,3.54
2026-01-16T10:00:00,R0011,30,gbm,47.01,47.62,0.61
2026-01-16T10:00:00,R0011,45,gbm,47.93,47.91,0.02
2026-01-16T10:00:00,R0011,60,gbm,48.54,47.89,0.65
2026-01-16T10:00:00,R0022,15,gbm,46.27,47.11,0.84
2026-01-16T10:00:00,R0022,30,gbm,47.04,48.17,1.13
2026-01-16T10:00:00,R0022,45,gbm,47.87,48.91,1.04
2026-01-16T10:00:00,R0022,60,gbm,47.87,48.73,0.86
2026-01-16T10:00:00,R0069,15,gbm,46.58,43.54,3.04
2026-01-16T10:00:00,R0069,30,gbm,46.45,45.4,1.05
2026-01-16T10:00:00,R0069,45,gbm,47.39,49.28,1.89
2026-01-16T10:00:00,R0069,60,gbm,47.32,47.59,0.27
2026-01-16T10:00:00,R0079,15,gbm,56.17,58.32,2.15
2026-01-16T10:00:00,R0079,30,gbm,55.96,56.84,0.88
2026-01-16T10:00:00,R0079,45,gbm,56.89,59.26,2.37
2026-01-16T10:00:00,R0079,60,gbm,57.36,58.75,1.39
2026-01-16T10:00:00,R0080,15,gbm,27.8,26.36,1.44
2026-01-16T10:00:00,R0080,30,gbm,28.0,28.31,0.31
2026-01-16T10:00:00,R0080,45,gbm,28.58,27.97,0.61
2026-01-16T10:00:00,R0080,60,gbm,28.53,27.1,1.43
2026-01-16T10:00:00,R0102,15,gbm,45.72,45.85,0.13
2026-01-16T10:00:00,R0102,30,gbm,46.2,44.42,1.78
2026-01-16T10:00:00,R0102,45,gbm,47.19,45.65,1.54
2026-01-16T10:00:00,R0102,60,gbm,47.23,43.82,3.41
2026-01-16T10:00:00,R0106,15,gbm,57.03,59.15,2.12
2026-01-16T10:00:00,R0106,30,gbm,57.04,59.12,2.08
2026-01-16T10:00:00,R0106,45,gbm,58.01,59.1,1.09
2026-01-16T10:00:00,R0106,60,gbm,58.11,58.62,0.51
2026-01-16T10:00:00,R0109,15,gbm,55.69,57.26,1.57
2026-01-16T10:00:00,R0109,30,gbm,56.55,54.62,1.93
2026-01-16T10:00:00,R0109,45,gbm,57.06,54.84,2.22
2026-01-16T10:00:00,R0109,60,gbm,57.49,55.5,1.99
2026-01-16T12:00:00,R0231,15,gbm,37.07,37.83,0.76
2026-01-16T12:00:00,R0231,30,gbm,38.48,37.83,0.65
2026-01-16T12:00:00,R0231,45,gbm,38.89,37.84,1.05
2026-01-16T12:00:00,R0231,60,gbm,38.44,37.83,0.61
2026-01-16T12:00:00,R0056,15,gbm,39.13,38.89,0.24
2026-01-16T12:00:00,R0056,30,gbm,39.28,38.54,0.74
2026-01-16T12:00:00,R0056,45,gbm,39.31,39.49,0.18
2026-01-16T12:00:00,R0056,60,gbm,39.22,38.57,0.65
2026-01-16T12:00:00,R0080,15,gbm,28.49,28.17,0.32
2026-01-16T12:00:00,R0080,30,gbm,29.07,29.01,0.06
2026-01-16T12:00:00,R0080,45,gbm,29.12,29.65,0.53
2026-01-16T12:00:00,R0080,60,gbm,28.97,28.33,0.64
2026-01-16T12:00:00,R0058,15,gbm,47.69,49.67,1.98
2026-01-16T12:00:00,R0058,30,gbm,48.5,47.91,0.59
2026-01-16T12:00:00,R0058,45,gbm,48.43,46.07,2.36
2026-01-16T12:00:00,R0058,60,gbm,47.52,49.06,1.54
2026-01-16T12:00:00,R0095,15,gbm,48.76,48.9,0.14
2026-01-16T12:00:00,R0095,30,gbm,49.27,49.72,0.45
2026-01-16T12:00:00,R0095,45,gbm,49.24,49.63,0.39
2026-01-16T12:00:00,R0095,60,gbm,48.79,49.65,0.86
2026-01-16T12:00:00,R0103,15,gbm,58.52,59.46,0.94
2026-01-16T12:00:00,R0103,30,gbm,58.82,58.79,0.03
2026-01-16T12:00:00,R0103,45,gbm,58.91,59.23,0.32
2026-01-16T12:00:00,R0103,60,gbm,58.62,58.65,0.03
2026-01-16T12:00:00,R0104,15,gbm,58.4,59.06,0.66
2026-01-16T12:00:00,R0104,30,gbm,58.37,55.88,2.49
2026-01-16T12:00:00,R0104,45,gbm,58.08,58.08,0.0
2026-01-16T12:00:00,R0104,60,gbm,58.01,55.67,2.34
2026-01-16T12:00:00,R0094,15,gbm,38.85,38.98,0.13
2026-01-16T12:00:00,R0094,30,gbm,38.97,39.29,0.32
2026-01-16T12:00:00,R0094,45,gbm,38.64,38.94,0.3
2026-01-16T12:00:00,R0094,60,gbm,38.9,39.2,0.3
2026-01-16T14:00:00,R0231,15,gbm,37.78,37.83,0.05
2026-01-16T14:00:00,R0231,30,gbm,37.07,37.83,0.76
2026-01-16T14:00:00,R0231,45,gbm,36.19,37.83,1.64
2026-01-16T14:00:00,R0231,60,gbm,36.69,37.8,1.11
2026-01-16T14:00:00,R0022,15,gbm,47.61,48.81,1.2
2026-01-16T14:00:00,R0022,30,gbm,48.03,49.29,1.26
2026-01-16T14:00:00,R0022,45,gbm,47.99,43.22,4.77
2026-01-16T14:00:00,R0022,60,gbm,47.5,48.1,0.6
2026-01-16T14:00:00,R0069,15,gbm,47.85,48.15,0.3
2026-01-16T14:00:00,R0069,30,gbm,47.59,48.67,1.08
2026-01-16T14:00:00,R0069,45,gbm,47.01,49.12,2.11
2026-01-16T14:00:00,R0069,60,gbm,47.63,48.15,0.52
2026-01-16T14:00:00,R0023,15,gbm,38.0,36.58,1.42
2026-01-16T14:00:00,R0023,30,gbm,38.46,39.07,0.61
2026-01-16T14:00:00,R0023,45,gbm,37.72,38.12,0.4
2026-01-16T14:00:00,R0023,60,gbm,37.85,38.32,0.47
2026-01-16T14:00:00,R0100,15,gbm,48.01,48.39,0.38
2026-01-16T14:00:00,R0100,30,gbm,47.61,48.41,0.8
2026-01-16T14:00:00,R0100,45,gbm,47.06,46.84,0.22
2026-01-16T14:00:00,R0100,60,gbm,46.73,44.11,2.62
2026-01-16T14:00:00,R0102,15,gbm,46.99,48.71,1.72
2026-01-16T14:00:00,R0102,30,gbm,46.83,48.09,1.26
2026-01-16T14:00:00,R0102,45,gbm,46.55,42.38,4.17
2026-01-16T14:00:00,R0102,60,gbm,46.46,45.56,0.9
2026-01-16T14:00:00,R0196,15,gbm,48.8,49.02,0.22
2026-01-16T14:00:00,R0196,30,gbm,48.3,47.65,0.65
2026-01-16T14:00:00,R0196,45,gbm,48.82,49.09,0.27
2026-01-16T14:00:00,R0196,60,gbm,48.23,48.4,0.17
2026-01-16T14:00:00,R0130,15,gbm,28.76,28.48,0.28
2026-01-16T14:00:00,R0130,30,gbm,28.76,28.13,0.63
2026-01-16T14:00:00,R0130,45,gbm,28.99,28.03,0.96
2026-01-16T14:00:00,R0130,60,gbm,28.69,28.36,0.33
2026-01-16T16:00:00,R0231,15,gbm,37.95,37.79,0.16
2026-01-16T16:00:00,R0231,30,gbm,37.58,37.75,0.17
2026-01-16T16:00:00,R0231,45,gbm,36.91,35.27,1.64
2026-01-16T16:00:00,R0231,60,gbm,37.06,35.27,1.79
2026-01-16T16:00:00,R0096,15,gbm,34.53,31.14,3.39
2026-01-16T16:00:00,R0096,30,gbm,34.02,37.68,3.66
2026-01-16T16:00:00,R0096,45,gbm,33.62,31.42,2.2
2026-01-16T16:00:00,R0096,60,gbm,32.83,29.25,3.58
2026-01-16T16:00:00,R0098,15,gbm,26.56,26.98,0.42
2026-01-16T16:00:00,R0098,30,gbm,25.58,27.56,1.98
2026-01-16T16:00:00,R0098,45,gbm,24.94,23.9,1.04
2026-01-16T16:00:00,R0098,60,gbm,24.61,24.65,0.04
2026-01-16T16:00:00,R0109,15,gbm,52.36,50.62,1.74
2026-01-16T16:00:00,R0109,30,gbm,50.99,49.72,1.27
2026-01-16T16:00:00,R0109,45,gbm,49.78,50.07,0.29
2026-01-16T16:00:00,R0109,60,gbm,48.56,49.23,0.67
2026-01-16T16:00:00,R0101,15,gbm,27.5,27.02,0.48
2026-01-16T16:00:00,R0101,30,gbm,27.05,26.5,0.55
2026-01-16T16:00:00,R0101,45,gbm,26.6,23.32,3.28
2026-01-16T16:00:00,R0101,60,gbm,25.84,24.63,1.21
2026-01-16T16:00:00,R0137,15,gbm,34.39,31.8,2.59
2026-01-16T16:00:00,R0137,30,gbm,33.98,34.93,0.95
2026-01-16T16:00:00,R0137,45,gbm,33.12,32.28,0.84
2026-01-16T16:00:00,R0137,60,gbm,32.51,28.76,3.75
2026-01-16T16:00:00,R0148,15,gbm,26.78,27.74,0.96
2026-01-16T16:00:00,R0148,30,gbm,26.25,26.2,0.05
2026-01-16T16:00:00,R0148,45,gbm,26.14,25.12,1.02
2026-01-16T16:00:00,R0148,60,gbm,26.38,26.98,0.6
2026-01-16T16:00:00,R0193,15,gbm,35.65,38.19,2.54
2026-01-16T16:00:00,R0193,30,gbm,34.84,36.42,1.58
2026-01-16T16:00:00,R0193,45,gbm,33.56,32.68,0.88
2026-01-16T16:00:00,R0193,60,gbm,34.71,29.12,5.59
2026-01-16T18:00:00,R0231,15,gbm,38.96,35.28,3.68
2026-01-16T18:00:00,R0231,30,gbm,44.58,35.26,9.32
2026-01-16T18:00:00,R0231,45,gbm,42.53,35.27,7.26
2026-01-16T18:00:00,R0231,60,gbm,50.0,46.35,3.65
2026-01-16T18:00:00,R0020,15,gbm,54.91,54.6,0.31
2026-01-16T18:00:00,R0020,30,gbm,57.62,55.24,2.38
2026-01-16T18:00:00,R0020,45,gbm,58.02,55.22,2.8
2026-01-16T18:00:00,R0020,60,gbm,58.64,54.95,3.69
2026-01-16T18:00:00,R0060,15,gbm,54.12,53.93,0.19
2026-01-16T18:00:00,R0060,30,gbm,57.09,54.84,2.25
2026-01-16T18:00:00,R0060,45,gbm,57.4,54.83,2.57
2026-01-16T18:00:00,R0060,60,gbm,58.27,54.82,3.45
2026-01-16T18:00:00,R0070,15,gbm,40.76,39.55,1.21
2026-01-16T18:00:00,R0070,30,gbm,42.45,40.82,1.63
2026-01-16T18:00:00,R0070,45,gbm,43.86,42.55,1.31
2026-01-16T18:00:00,R0070,60,gbm,44.25,42.56,1.69
2026-01-16T18:00:00,R0115,15,gbm,39.07,40.16,1.09
2026-01-16T18:00:00,R0115,30,gbm,41.47,42.38,0.91
2026-01-16T18:00:00,R0115,45,gbm,42.21,41.18,1.03
2026-01-16T18:00:00,R0115,60,gbm,45.1,42.13,2.97
2026-01-16T18:00:00,R0033,15,gbm,51.22,52.05,0.83
2026-01-16T18:00:00,R0033,30,gbm,51.4,50.33,1.07
2026-01-16T18:00:00,R0033,45,gbm,52.96,49.47,3.49
2026-01-16T18:00:00,R0033,60,gbm,52.3,52.57,0.27
2026-01-16T18:00:00,R0133,15,gbm,47.28,49.71,2.43
2026-01-16T18:00:00,R0133,30,gbm,49.14,45.47,3.67
2026-01-16T18:00:00,R0133,45,gbm,50.09,47.41,2.68
2026-01-16T18:00:00,R0133,60,gbm,52.33,47.81,4.52
2026-01-16T18:00:00,R0155,15,gbm,54.04,55.24,1.2
2026-01-16T18:00:00,R0155,30,gbm,56.84,55.02,1.82
2026-01-16T18:00:00,R0155,45,gbm,57.3,54.14,3.16
2026-01-16T18:00:00,R0155,60,gbm,57.78,55.41,2.37
2026-01-16T20:00:00,R0001,15,gbm,55.15,55.26,0.11
2026-01-16T20:00:00,R0001,30,gbm,56.49,55.69,0.8
2026-01-16T20:00:00,R0001,45,gbm,58.34,55.86,2.48
2026-01-16T20:00:00,R0001,60,gbm,59.15,55.93,3.22
2026-01-16T20:00:00,R0004,15,gbm,55.68,55.8,0.12
2026-01-16T20:00:00,R0004,30,gbm,56.26,55.82,0.44
2026-01-16T20:00:00,R0004,45,gbm,57.96,55.56,2.4
2026-01-16T20:00:00,R0004,60,gbm,59.16,55.89,3.27
2026-01-16T20:00:00,R0007,15,gbm,45.8,46.46,0.66
2026-01-16T20:00:00,R0007,30,gbm,46.35,46.06,0.29
2026-01-16T20:00:00,R0007,45,gbm,48.29,46.58,1.71
2026-01-16T20:00:00,R0007,60,gbm,49.0,46.41,2.59
2026-01-16T20:00:00,R0011,15,gbm,44.01,45.44,1.43
2026-01-16T20:00:00,R0011,30,gbm,45.54,45.99,0.45
2026-01-16T20:00:00,R0011,45,gbm,46.94,46.21,0.73
2026-01-16T20:00:00,R0011,60,gbm,47.77,45.89,1.88
2026-01-16T20:00:00,R0017,15,gbm,55.75,55.83,0.08
2026-01-16T20:00:00,R0017,30,gbm,56.37,55.81,0.56
2026-01-16T20:00:00,R0017,45,gbm,57.99,55.86,2.13
2026-01-16T20:00:00,R0017,60,gbm,59.23,55.88,3.35
2026-01-16T20:00:00,R0020,15,gbm,55.66,55.89,0.23
2026-01-16T20:00:00,R0020,30,gbm,56.22,55.96,0.26
2026-01-16T20:00:00,R0020,45,gbm,58.15,55.97,2.18
2026-01-16T20:00:00,R0020,60,gbm,59.07,55.94,3.13
2026-01-16T20:00:00,R0022,15,gbm,44.42,44.37,0.05
2026-01-16T20:00:00,R0022,30,gbm,46.05,44.51,1.54
2026-01-16T20:00:00,R0022,45,gbm,46.83,45.94,0.89
2026-01-16T20:00:00,R0022,60,gbm,48.17,46.19,1.98
2026-01-16T20:00:00,R0025,15,gbm,55.6,55.93,0.33
2026-01-16T20:00:00,R0025,30,gbm,56.53,55.89,0.64
2026-01-16T20:00:00,R0025,45,gbm,58.02,55.67,2.35
2026-01-16T20:00:00,R0025,60,gbm,59.36,55.89,3.47
2026-01-16T22:00:00,R0001,15,gbm,56.05,59.86,3.81
2026-01-16T22:00:00,R0001,30,gbm,57.12,59.68,2.56
2026-01-16T22:00:00,R0001,45,gbm,57.93,60.0,2.07
2026-01-16T22:00:00,R0001,60,gbm,58.58,60.0,1.42
2026-01-16T22:00:00,R0004,15,gbm,55.63,59.95,4.32
2026-01-16T22:00:00,R0004,30,gbm,56.74,59.96,3.22
2026-01-16T22:00:00,R0004,45,gbm,57.95,59.99,2.04
2026-01-16T22:00:00,R0004,60,gbm,58.48,59.91,1.43
2026-01-16T22:00:00,R0016,15,gbm,56.06,59.99,3.93
2026-01-16T22:00:00,R0016,30,gbm,57.07,59.58,2.51
2026-01-16T22:00:00,R0016,45,gbm,57.53,59.97,2.44
2026-01-16T22:00:00,R0016,60,gbm,58.55,59.54,0.99
2026-01-16T22:00:00,R0017,15,gbm,55.93,59.89,3.96
2026-01-16T22:00:00,R0017,30,gbm,57.05,59.99,2.94
2026-01-16T22:00:00,R0017,45,gbm,57.86,59.84,1.98
2026-01-16T22:00:00,R0017,60,gbm,58.51,59.99,1.48
2026-01-16T22:00:00,R0020,15,gbm,55.71,59.88,4.17
2026-01-16T22:00:00,R0020,30,gbm,56.85,59.99,3.14
2026-01-16T22:00:00,R0020,45,gbm,58.0,59.99,1.99
2026-01-16T22:00:00,R0020,60,gbm,58.49,59.97,1.48
2026-01-16T22:00:00,R0025,15,gbm,55.68,59.98,4.3
2026-01-16T22:00:00,R0025,30,gbm,56.88,59.99,3.11
2026-01-16T22:00:00,R0025,45,gbm,57.96,59.77,1.81
2026-01-16T22:00:00,R0025,60,gbm,58.49,59.95,1.46
2026-01-16T22:00:00,R0026,15,gbm,55.7,59.84,4.14
2026-01-16T22:00:00,R0026,30,gbm,56.51,59.88,3.37
2026-01-16T22:00:00,R0026,45,gbm,58.0,59.74,1.74
2026-01-16T22:00:00,R0026,60,gbm,58.42,59.92,1.5
2026-01-16T22:00:00,R0031,15,gbm,55.74,59.82,4.08
2026-01-16T22:00:00,R0031,30,gbm,56.69,59.96,3.27
2026-01-16T22:00:00,R0031,45,gbm,58.13,59.62,1.49
2026-01-16T22:00:00,R0031,60,gbm,58.67,59.9,1.23
